Date,Adj Close
1947-09-30,
1947-12-31,3.122451689574123
1948-03-31,-0.05451574432857098
1948-06-30,0.17381862712565588
1948-09-30,-0.00573448840944879
1948-12-31,-0.06102705694245847
1949-03-31,-0.018852655674688634
1949-06-30,-0.03220109235414581
1949-09-30,0.06218516324842094
1949-12-31,-0.00100814602666488
1950-03-31,0.09445989230105178
1950-06-30,0.08844312048531222
1950-09-30,-0.0030255011124765696
1950-12-31,0.047341163842282485
1951-03-31,0.0895416235562605
1951-06-30,0.059722349031941846
1951-09-30,0.027676401508204274
1951-12-31,-0.013402728819999488
1952-03-31,0.04822923920992994
1952-06-30,0.01786437074090097
1952-09-30,0.06113629830540135
1952-12-31,-0.0430980671301916
1953-03-31,0.03640339704468731
1953-06-30,-0.012778930681571321
1953-09-30,-0.005020799461112113
1953-12-31,-0.04430594489448547
1954-03-31,0.0833406021319607
1954-06-30,0.10962823026218338
1954-09-30,0.09907074432252827
1954-12-31,0.07387038929818868
1955-03-31,0.08102216157941178
1955-06-30,0.05946448513380331
1955-09-30,0.1399209851245311
1955-12-31,-0.00875438687076513
1956-03-31,0.027825174449048973
1956-06-30,0.068140124719694
1956-09-30,0.007771547251584243
1956-12-31,-0.055057959373084886
1957-03-31,-0.03894533662249777
1957-06-30,0.06450017898387661
1957-09-30,0.009849267016750263
1957-12-31,-0.13332093174405713
1958-03-31,0.0204343758595682
1958-06-30,0.050569770909466794
1958-09-30,0.10749669830361586
1958-12-31,0.06554687050835062
1959-03-31,0.04539017425501046
1959-06-30,0.10330802602151534
1959-09-30,0.005810377649162701
1959-12-31,-0.031697989909827085
1960-03-31,-0.027261386621420525
1960-06-30,-0.0022928631036692737
1960-09-30,0.009614216965655675
1960-12-31,-0.03817193681781361
1961-03-31,0.12077140427132971
1961-06-30,0.08121722722723401
1961-09-30,0.013151148597000173
1961-12-31,0.03283094102331097
1962-03-31,0.011338171167574407
1962-06-30,-0.11019927209585356
1962-09-30,-0.06916068387901819
1962-12-31,0.027598127035719067
1963-03-31,0.0849125343881254
1963-06-30,0.08027014613486605
1963-09-30,0.033942635120008946
1963-12-31,0.0013661981678370072
1964-03-31,0.05783005497555993
1964-06-30,0.06894936867873414
1964-09-30,0.032279223678324476
1964-12-31,0.0061551950226304
1965-03-31,0.005729669359541667
1965-06-30,0.025554710904114764
1965-09-30,0.01050342553352146
1965-12-31,0.03913214938555565
1966-03-31,-0.00269360046447209
1966-06-30,-0.03766826153013392
1966-09-30,-0.0616116780701611
1966-12-31,-0.049632620144062556
1967-03-31,0.09159226711524826
1967-06-30,0.08649007510508322
1967-09-30,0.013906587224999933
1967-12-31,-0.014463837152393522
1968-03-31,-0.0301487062004111
1968-06-30,0.015902580398490018
1968-09-30,-0.1009325063517097
1968-12-31,0.07356970592219336
1969-03-31,0.08632414939244848
1969-06-30,0.05740841464995605
1969-09-30,-0.07082079248767026
1969-12-31,0.013097694571370111
1970-03-31,-0.10192921738487082
1970-06-30,-0.048705316206891336
1970-09-30,-0.023090296555411505
1970-12-31,0.09756882795941735
1971-03-31,0.08739081919941127
1971-06-30,0.06389833590900462
1971-09-30,-0.013216891562032762
1971-12-31,-0.020910056362277607
1972-03-31,0.07614452766906843
1972-06-30,0.04174570077824624
1972-09-30,-0.0051367989577206785
1972-12-31,0.00852129488378095
1973-03-31,0.026692995512799467
1973-06-30,-0.05119285597963219
1973-09-30,-0.021843068104450913
1973-12-31,-0.007801810935137099
1974-03-31,-0.09574411357666157
1974-06-30,-0.038114973120073614
1974-09-30,-0.14938029767010041
1974-12-31,-0.08579934722694094
1975-03-31,0.07985721439408455
1975-06-30,0.18798763491012283
1975-09-30,-0.01464818379333499
1975-12-31,0.015505548249332257
1976-03-31,0.10022702276081374
1976-06-30,0.02096747436654578
1976-09-30,0.042565326751260235
1976-12-31,-0.03133408659197279
1977-03-31,-0.008453447055567387
1977-06-30,-0.026839937390922608
1977-09-30,-0.010696787090884396
1977-12-31,-0.0411193443578759
1978-03-31,-0.06401902078173849
1978-06-30,0.10939745295504166
1978-09-30,0.04317554988747152
1978-12-31,-0.04481228341286525
1979-03-31,0.022608190919645388
1979-06-30,0.017448743705530845
1979-09-30,0.049886919213686154
1979-12-31,0.006857044760414155
1980-03-31,0.031022938067298167
1980-06-30,-0.016550289182462263
1980-09-30,0.15479341436647398
1980-12-31,0.06175236123280303
1981-03-31,-0.0252761326162112
1981-06-30,0.02521116840437232
1981-09-30,-0.038354952894593564
1981-12-31,-0.028493702594794446
1982-03-31,-0.09556873495487794
1982-06-30,0.01591867900272792
1982-09-30,0.013571196340823821
1982-12-31,0.20214716346621264
1983-03-31,0.06397021178615803
1983-06-30,0.10185773784658547
1983-09-30,0.03163618660453804
1983-12-31,-0.013472839038931483
1984-03-31,-0.032509789969808356
1984-06-30,-0.02881744858834656
1984-09-30,0.030442011886097742
1984-12-31,0.04566360227727739
1985-03-31,0.03858915704168475
1985-06-30,0.05996114436920186
1985-09-30,0.020633267472365047
1985-12-31,0.059336808710108935
1986-03-31,0.06447187881595684
1986-06-30,0.14926669646812973
1986-09-30,0.0025002964677243167
1986-12-31,0.009890736461574123
1987-03-31,0.11174526177233224
1987-06-30,0.06704449188932382
1987-09-30,0.10502733380683993
1987-12-31,-0.19899394082899768
1988-03-31,-0.00493497810449306
1988-06-30,0.018538383136773584
1988-09-30,0.029430962984621445
1988-12-31,0.014616321143256394
1989-03-31,0.04017403121020657
1989-06-30,0.11398149820760106
1989-09-30,0.07390892879973854
1989-12-31,0.00935561230301607
1990-03-31,-0.025487176042179538
1990-06-30,0.039283232264119006
1990-09-30,-0.03977959229319472
1990-12-31,-0.04255937751158201
1991-03-31,0.06067579956899394
1991-06-30,0.12775497870035446
1991-09-30,0.018205771808346594
1991-12-31,0.004036342362417233
1992-03-31,0.047579393199403075
1992-06-30,-0.004637003438272003
1992-09-30,0.03335696749635919
1992-12-31,0.015747526530859757
1993-03-31,0.012336251479066807
1993-06-30,0.022453129100687086
1993-09-30,0.034235735025232916
1993-12-31,0.02362015113588667
1994-03-31,-0.005147507567642262
1994-06-30,-0.05372042607019367
1994-09-30,0.05502842744890324
1994-12-31,-0.018006399294388076
1995-03-31,0.04447879309571734
1995-06-30,0.09153023711265695
1995-09-30,0.07694544778521628
1995-12-31,0.0573216904682885
1996-03-31,0.06578234320246268
1996-06-30,0.03519071189067047
1996-09-30,0.017794063035674546
1996-12-31,0.09962583532848157
1997-03-31,0.030439938596032112
1997-06-30,0.10098710762034013
1997-09-30,0.1292724231419904
1997-12-31,0.023049431900582062
1998-03-31,0.02496754255814926
1998-06-30,0.12018460075291593
1998-09-30,-0.006635193275345674
1998-12-31,0.0336806707304389
1999-03-31,0.0711288195200579
1999-06-30,0.0894456446218066
1999-09-30,0.02530360045555291
1999-12-31,0.02392872121600509
2000-03-31,0.01725869608865027
2000-06-30,0.018726898905644163
2000-09-30,0.020313402053592666
2000-12-31,-0.07430226552970098
2001-03-31,-0.08284563534029454
2001-06-30,-0.015056172407520219
2001-09-30,-0.12460593478737125
2001-12-31,0.04869845561674202
2002-03-31,-0.048339445325430774
2002-06-30,0.008195001624734743
2002-09-30,-0.1632120778943713
2002-12-31,-0.010006059173176651
2003-03-31,-0.07457884307759466
2003-06-30,0.12545696679478646
2003-09-30,0.08343856399900074
2003-12-31,0.056050706400519124
2004-03-31,0.038641403434507504
2004-06-30,-0.008365030528859507
2004-09-30,0.014531534003799251
2004-12-31,0.053214342648238766
2005-03-31,-0.02285870616525676
2005-06-30,0.04040114604377143
2005-09-30,0.0357032550541887
2005-12-31,-0.010564009653947548
2006-03-31,0.026665679053939684
2006-06-30,0.013878336866784746
2006-09-30,0.005860004760084969
2006-12-31,0.07786752968841748
2007-03-31,-0.006821471037127269
2007-06-30,0.08556881461004018
2007-09-30,-0.005151493223303327
2007-12-31,0.020157568610170262
2008-03-31,-0.13932601005217027
2008-06-30,0.06546652981001633
2008-09-30,-0.08719774207712816
2008-12-31,-0.2715979502238042
2009-03-31,-0.15589288999699902
2009-06-30,0.14139652024700644
2009-09-30,0.13326483382497134
2009-12-31,0.09337199094007542
2010-03-31,-0.0163477060294146
2010-06-30,0.04288946425699969
2010-09-30,-0.01845329455427236
2010-12-31,0.09882696002185787
2011-03-31,0.04751789592087685
2011-06-30,0.028457918332428944
2011-09-30,-0.055840003189952414
2011-12-31,-0.015317439189507676
2012-03-31,0.0829952075042506
2012-06-30,0.016803183085006834
2012-09-30,0.03798471074237364
2012-12-31,-0.0037951710713061138
2013-03-31,0.0331440719999514
2013-06-30,0.1339586199394185
2013-09-30,0.04066647832933423
2013-12-31,0.055956364934592884
2014-03-31,-0.011198139808240137
2014-06-30,0.06965549055152898
2014-09-30,0.05625162165803599
2014-12-31,0.01692196825557657
2015-03-31,-0.021096434146148257
2015-06-30,0.05187390368242939
2015-09-30,-0.020197301234790577
2015-12-31,0.012387468183198358
2016-03-31,-0.09382133121271863
2016-06-30,0.11580527422608244
2016-09-30,0.04188913648485104
2016-12-31,-0.005234385667351793
2017-03-31,0.0476593316613112
2017-06-30,0.04760250155025436
2017-09-30,0.028859270042713714
2017-12-31,0.055165406104361825
2018-03-31,0.016679885342688605
2018-06-30,0.037532934560645215
2018-09-30,0.03771373067002193
2018-12-31,-0.05287567641885704
2019-03-31,-0.023825581715409272
2019-06-30,0.09401891962113096
2019-09-30,0.04248594758833679
2019-12-31,0.042233304191071186
2020-03-31,-0.039699007934391295
2020-06-30,-0.025164159132808894
2020-09-30,0.1503722988689642
2020-12-31,0.07068636979830067
2021-03-31,0.036573570789094845
2021-06-30,0.11772427509226979
